ID,Name,TermTranslation,Background,InventedBy,InventedByMemberID,ObjectID,StatusID,PageHits,BackgroundNoHtml
84,פופו,קקי,"עולי גרמניה הראשונים, הייקים הביאו איתם שלל מילים וביטויים שהשתלבו היטב בשפה המדוברת. פופו בגרמנית הוא גם האיבר וגם התוצרת אותה הוא מפיק, ויחד עם אחיו הקליל - ה'פיפי' שמשו השניים את החלוצים וילדיהם. ""אם לא תתנהג יפה - תקבל על הפופו"" היה משפט ששמע כל ילד שני מהמטפלת, ""א. עשה פופו במכנסיים"" הוסיפה וסתמה את אפה. מול הקקי העירוני סר הטעם היה הפופו חביב ולא מאיים, כמעט בעל ניחוח ידידותי..
בני הגבעה נשאו איתם את ה'פופו' לכל מקום בעולם וכשניגבו את הקקי לילדיהם התנחמו בעובדה שזה בסך הכל פופו ריחני... ",מילה בגרמנית שהביאו הייקים,-1,4,2,2335,"עולי גרמניה הראשונים, הייקים הביאו איתם שלל מילים וביטויים שהשתלבו היטב בשפה המדוברת. פופו בגרמנית הוא גם האיבר וגם התוצרת אותה הוא מפיק, ויחד עם אחיו הקליל - ה'פיפי' שמשו השניים את החלוצים וילדיהם. ""אם לא תתנהג יפה - תקבל על הפופו"" היה משפט ששמע כל ילד שני מהמטפלת, ""א. עשה פופו במכנסיים"" הוסיפה וסתמה את אפה. מול הקקי העירוני סר הטעם היה הפופו חביב ולא מאיים, כמעט בעל ניחוח ידידותי..
בני הגבעה נשאו איתם את ה'פופו' לכל מקום בעולם וכשניגבו את הקקי לילדיהם התנחמו בעובדה שזה בסך הכל פופו ריחני... "
85,הנה הים!!,מילות שיר ילדים נושן,"אחת החוויות המעצבות את ילדי הגבעה משנות ה- 40 ועד שנות ה- 70 היתה הנסיעה המשותפת לים. הכל החל במודעה על לוח המודעות - נוסעים לים!! כל משפחה היתה מקבלת כרטיס עם מספר המשאית ובשעה היעודה כל הקיבוץ היה מתאסף ליד ה'עיגול' ועולה למשאית. הויכוח הנצחי היה 'מי הנהג הטוב ביותר? '. קורט נסע מהר, דולפוס היה בסדר, ברוך נסע לאט ויומבו סיפר בדיחות. בין המשאיות היתה תחרות מי יגיע ראשון והקהל היה מעודד את הנהגים לעקוף במהירות. כאשר נגלה הכחול של הים, פרצו כל הילדים בשירה אדירה - הנה הים! שירה שלא פסקה עד ..הים!","שיר ילדים עממי, גם הלחן",-1,4,2,2016,"אחת החוויות המעצבות את ילדי הגבעה משנות ה- 40 ועד שנות ה- 70 היתה הנסיעה המשותפת לים. הכל החל במודעה על לוח המודעות - נוסעים לים!! כל משפחה היתה מקבלת כרטיס עם מספר המשאית ובשעה היעודה כל הקיבוץ היה מתאסף ליד ה'עיגול' ועולה למשאית. הויכוח הנצחי היה 'מי הנהג הטוב ביותר? '. קורט נסע מהר, דולפוס היה בסדר, ברוך נסע לאט ויומבו סיפר בדיחות. בין המשאיות היתה תחרות מי יגיע ראשון והקהל היה מעודד את הנהגים לעקוף במהירות. כאשר נגלה הכחול של הים, פרצו כל הילדים בשירה אדירה - הנה הים! שירה שלא פסקה עד ..הים!"
86,עד למעלה,קריאת עידוד - בקשה מהנהג לעלות לגבעת בית ספר,"אחת החוויות המעצבות את הילד - נער הקיבוצי היה הטיול השנתי או כל גיחה מחוץ ל'מחנה'. המשאית עם ספסלי העץ שהיתה נהוגה בידי אחד מנהגי הקיבוץ הוצמדה לכיתה היוצאת לאורך כל הדרך. החלק האחרון של הטיול היה הכניסה ל'סימטה' שלוותה בשירה אדירה של המנון גבעת ברנר. במקרה של ארוע תחרותי היו פוצחים הילדים בשירת ""הגביע הוא שלנו!"". כאשר התקרבה המשאית ל'עיגול' התחלף השיר באופן אוטומטי לקריאת עידוד לנהג - 'עד למעלה!!' כשהכוונה היתה שלא יעצור ב'עיגול' אלא ימשיך עד 'גבעת בית הספר' כדי שלא נאלץ להסחב עם כל הציוד ברגל.","שיר ילדים עממי, גם הלחן",-1,4,2,1933,"אחת החוויות המעצבות את הילד - נער הקיבוצי היה הטיול השנתי או כל גיחה מחוץ ל'מחנה'. המשאית עם ספסלי העץ שהיתה נהוגה בידי אחד מנהגי הקיבוץ הוצמדה לכיתה היוצאת לאורך כל הדרך. החלק האחרון של הטיול היה הכניסה ל'סימטה' שלוותה בשירה אדירה של המנון גבעת ברנר. במקרה של ארוע תחרותי היו פוצחים הילדים בשירת ""הגביע הוא שלנו!"". כאשר התקרבה המשאית ל'עיגול' התחלף השיר באופן אוטומטי לקריאת עידוד לנהג - 'עד למעלה!!' כשהכוונה היתה שלא יעצור ב'עיגול' אלא ימשיך עד 'גבעת בית הספר' כדי שלא נאלץ להסחב עם כל הציוד ברגל."
87,אריך,חנות הסידקית של אריך,"כאשר החל המושג ""כל אחד מקבל לפי צרכיו"" להשתבש וכל אחד לקח לפי יכולתו הוחלט לפתוח חנות סידקית בחלק הדרומי של 'המחסן המרכזי' ובה כל חבר יקבל את מה שהוא באמת צריך. לתפקיד מנהל החנות נבחר אריך ורדון, ייקה אמיתי בעל נסיון בחנות כל בו בגרמניה. שרוכים, גפרורים, סבון כביסה ואפילו קונדומים היו על מדפי החנות שדמתה יותר למחסן. כל חבר וילד קיבל יחס אישי מאריך ולא מעט 'פולקלור' התחולל בין כתלי החנות. עם פתיחת הכל-בו על מדפיו הרחבים וקופותיו הרושמות נסגרה גם החנות של אריך ונותרו הזכרונות..והבדיחות..


",עממי,-1,4,2,2041,"כאשר החל המושג ""כל אחד מקבל לפי צרכיו"" להשתבש וכל אחד לקח לפי יכולתו הוחלט לפתוח חנות סידקית בחלק הדרומי של 'המחסן המרכזי' ובה כל חבר יקבל את מה שהוא באמת צריך. לתפקיד מנהל החנות נבחר אריך ורדון, ייקה אמיתי בעל נסיון בחנות כל בו בגרמניה. שרוכים, גפרורים, סבון כביסה ואפילו קונדומים היו על מדפי החנות שדמתה יותר למחסן. כל חבר וילד קיבל יחס אישי מאריך ולא מעט 'פולקלור' התחולל בין כתלי החנות. עם פתיחת הכל-בו על מדפיו הרחבים וקופותיו הרושמות נסגרה גם החנות של אריך ונותרו הזכרונות..והבדיחות..


"
88,טמפרטורה,"חום נמוך, לילד יש קצת חום!!","את הצריף הראשון על הגבעה בנו ""בשביל הילדים"" וכשנפתח 'הבית הגדול' דבר ראשון הוכנסו הפעוטים פנימה כדי לשמור על בריאותם. כל החברים עצרו נשימתם כאשר ה'קטנצ'יק' התעטש וכשהיה לו קצת חום מיהרו לומר ""שיש לו טמפרטורה"". עם השנים כל פעם שהמטפלות היו מביאות את הילד לד""ר גלזר. השאלה הראשונה שנשאלו בכניסה למרפאה - יש לו טמפרטורה? והתשובה לא אחרה לבוא. ""יש לו טמפרטורה, אולי אפילו 38"". השיטה הבדוקה ביותר לאבחון מצב הפעוט היתה לשים כף יד או פה על המצח ומיד אחר כך לומר אם יש לו 'טמפרטורה' או שהכל בסדר.
",לא ידוע,-1,4,2,1891,"את הצריף הראשון על הגבעה בנו ""בשביל הילדים"" וכשנפתח 'הבית הגדול' דבר ראשון הוכנסו הפעוטים פנימה כדי לשמור על בריאותם. כל החברים עצרו נשימתם כאשר ה'קטנצ'יק' התעטש וכשהיה לו קצת חום מיהרו לומר ""שיש לו טמפרטורה"". עם השנים כל פעם שהמטפלות היו מביאות את הילד לד""ר גלזר. השאלה הראשונה שנשאלו בכניסה למרפאה - יש לו טמפרטורה? והתשובה לא אחרה לבוא. ""יש לו טמפרטורה, אולי אפילו 38"". השיטה הבדוקה ביותר לאבחון מצב הפעוט היתה לשים כף יד או פה על המצח ומיד אחר כך לומר אם יש לו 'טמפרטורה' או שהכל בסדר.
"
89,חמור ארוך,"משחק ילדים נפוץ, לא מומלץ ע""י האורטופדים","משחק פופולרי בגבעה. קבוצת הבית היתה נעמדת ב- 90 מעלות כשכל ילד תוחב את ראשו בין רגלי העומד לפניו. הגבוה בקבוצה היה נעמד ראשון ומגביה את ה'חמור'. ילדי הקבוצה השניה היו קופצים לפי התור כשהם מנסים לעשות 'ערימה' על הילד החלש בקבוצת הבית. כשכל הקבוצה היתה באויר היו העליונים מנסים למוטט את ה'חמור' והתחתונים היו  מנסים לשרוד וכך לנצח. המבוקשים ביותר היו ה'שמנים' שקפיצה טובה שלהם היתה קורעת - שוברת את ה'חוליה החלשה' של ה'חמור'. המשחק נאסר ע""י הנהלת ב""ס אך האקליפטוס של בית סרני ראה חמורים רבים.. ",עממי,-1,4,2,1866,"משחק פופולרי בגבעה. קבוצת הבית היתה נעמדת ב- 90 מעלות כשכל ילד תוחב את ראשו בין רגלי העומד לפניו. הגבוה בקבוצה היה נעמד ראשון ומגביה את ה'חמור'. ילדי הקבוצה השניה היו קופצים לפי התור כשהם מנסים לעשות 'ערימה' על הילד החלש בקבוצת הבית. כשכל הקבוצה היתה באויר היו העליונים מנסים למוטט את ה'חמור' והתחתונים היו  מנסים לשרוד וכך לנצח. המבוקשים ביותר היו ה'שמנים' שקפיצה טובה שלהם היתה קורעת - שוברת את ה'חוליה החלשה' של ה'חמור'. המשחק נאסר ע""י הנהלת ב""ס אך האקליפטוס של בית סרני ראה חמורים רבים.. "
90,אגס,נורת חשמל,"בשנת 1934 נחוג בצריף חדר האוכל ארוע מיוחד, טקס החיבור לחשמל. 
""הלוקס אינו בוער 
חשמל יבוא מהר
קירות של דיקט הוי עם חשמל
אלקטריש איבר אל!!"" 
בלב ההמצאה של אדיסון 50 שנה קודם היה ה'אגס' או כפי שהתעקש העולם הגדול לכנותו - נורת חשמל. בהתחלה היה חשמל רק בחדר אוכל ועם הזמן הצטרף גנרטור שממנו יצאו חוטי חשמל לכל האוהלים והצריפים ובקצה כל חוט נתלה כדור זכוכיתי בצורת אגס וכל ילד למד לומר אגס. במפגשים הרבים עם אנשי וילדי העולם החיצון שמרו בני ג""ב אמונים ל'אגס' הזוהר והחביב והנחילו את השם לבאים אחריהם.",עממי,-1,4,2,2256,"בשנת 1934 נחוג בצריף חדר האוכל ארוע מיוחד, טקס החיבור לחשמל. 
""הלוקס אינו בוער 
חשמל יבוא מהר
קירות של דיקט הוי עם חשמל
אלקטריש איבר אל!!"" 
בלב ההמצאה של אדיסון 50 שנה קודם היה ה'אגס' או כפי שהתעקש העולם הגדול לכנותו - נורת חשמל. בהתחלה היה חשמל רק בחדר אוכל ועם הזמן הצטרף גנרטור שממנו יצאו חוטי חשמל לכל האוהלים והצריפים ובקצה כל חוט נתלה כדור זכוכיתי בצורת אגס וכל ילד למד לומר אגס. במפגשים הרבים עם אנשי וילדי העולם החיצון שמרו בני ג""ב אמונים ל'אגס' הזוהר והחביב והנחילו את השם לבאים אחריהם."
91,טיפול,אוכל מיוחד לחולים וחלשים,"""אני אוכל טיפול"" זעק אחד החברים שנעצר ע""י ה'כלניות' ב'שבת השחורה' - סיבה לא מספקת עבור האנגלים דאז.. אבל ה'טיפול' היה מאז ומעולם מזונם של החולים והחלשים בג""ב שהאוכל הסטנדרטי לא התאים לקיבתם הרגישה. בהתחלה עמדו בקצה חדר האוכל הישן 3 שולחנות ועליהם נצבו סירי אוכל ה'טיפול'. עם חלוף השנים התווספו חברים רבים למעגל ה'טיפול' ועגלת 'ונציה' מיוחדת חילקה להם את האוכל חסר המלח והטעם.. בימים בהם האוכל הקיבוצי היה בלתי אפשרי..נהגו הילדים שלמדו מהחברים, לסחוב ממגש ה'טיפול' קומפוט וגזר חי להשבעת רעבונם.",עממי,-1,4,2,1829,"""אני אוכל טיפול"" זעק אחד החברים שנעצר ע""י ה'כלניות' ב'שבת השחורה' - סיבה לא מספקת עבור האנגלים דאז.. אבל ה'טיפול' היה מאז ומעולם מזונם של החולים והחלשים בג""ב שהאוכל הסטנדרטי לא התאים לקיבתם הרגישה. בהתחלה עמדו בקצה חדר האוכל הישן 3 שולחנות ועליהם נצבו סירי אוכל ה'טיפול'. עם חלוף השנים התווספו חברים רבים למעגל ה'טיפול' ועגלת 'ונציה' מיוחדת חילקה להם את האוכל חסר המלח והטעם.. בימים בהם האוכל הקיבוצי היה בלתי אפשרי..נהגו הילדים שלמדו מהחברים, לסחוב ממגש ה'טיפול' קומפוט וגזר חי להשבעת רעבונם."
92,בישמינתי,אמרתי ראשון - זה שייך לי,"עמוס ומוטקה בני השמונה צועדים ב'מחנה' כשלפתע רואה מוטקה נצנוץ חשוד בדשא. מוטקה מתכופף והנה ..אולר, מושא חלומות של כל ילד בקיבוץ. כשהוא רוצה להרים אותו מהדשא ולהכניסו לכיס מכנסי הבוקר, צועק לפתע עמוס: ""בישמינתי"" ו..הלך האולר!!
עמוס אמר ראשון את מילת הקסם - והאולר שלו!! ולא יעזור דבר.",,1325,4,2,2217,"עמוס ומוטקה בני השמונה צועדים ב'מחנה' כשלפתע רואה מוטקה נצנוץ חשוד בדשא. מוטקה מתכופף והנה ..אולר, מושא חלומות של כל ילד בקיבוץ. כשהוא רוצה להרים אותו מהדשא ולהכניסו לכיס מכנסי הבוקר, צועק לפתע עמוס: ""בישמינתי"" ו..הלך האולר!!
עמוס אמר ראשון את מילת הקסם - והאולר שלו!! ולא יעזור דבר."
93,מחזור,הכתה של.. המחזור של..,"ל""מחזור"" יש בגבעה מספר פירושים. הבולט בהם הוא - הכיתה של.. המחזור של..
כשנפגשים שני בני גבעת ברנר בכל פינה בעולם, השאלה הראשונה תמיד תהיה: מאיזה מחזור אתה? לשאלה הנצחית הזו 3 תשובות: הראשונה: שנת סיום י""ב, השניה:שם ה'ילד הבולט' בכיתה (המחזור של זאבי רייס,ציקי וגבי,בולי,אמיר נוישטט וכיו""ב), השלישית:מעל או מתחת ושוב,שם של מישהו מוכר לכולם. כמובן שהתשובה הנפוצה ביותר היא השניה. המחזור הראשון בג""ב הוא של לייזר סיצ'וק. המחזור הגדול ביותר, של בולי, מנה 85 ילדים בכיתה א' ו- 63 בי""ב 
(22 עזבו לנצר)",לא ידוע,-1,4,2,1844,"ל""מחזור"" יש בגבעה מספר פירושים. הבולט בהם הוא - הכיתה של.. המחזור של..
כשנפגשים שני בני גבעת ברנר בכל פינה בעולם, השאלה הראשונה תמיד תהיה: מאיזה מחזור אתה? לשאלה הנצחית הזו 3 תשובות: הראשונה: שנת סיום י""ב, השניה:שם ה'ילד הבולט' בכיתה (המחזור של זאבי רייס,ציקי וגבי,בולי,אמיר נוישטט וכיו""ב), השלישית:מעל או מתחת ושוב,שם של מישהו מוכר לכולם. כמובן שהתשובה הנפוצה ביותר היא השניה. המחזור הראשון בג""ב הוא של לייזר סיצ'וק. המחזור הגדול ביותר, של בולי, מנה 85 ילדים בכיתה א' ו- 63 בי""ב 
(22 עזבו לנצר)"
94,מסייכת,שדכן סיכות,"""מישהו יכול להעביר אלי את המסייכת"" נשמעה הקריאה באחת הספריות של אוניבסיטת תל אביב. עשרות הנוכחים הרימו ראשיהם בתמיהה אל האיש המוזר וחזרו לעלעל בספרים. פתאום ניגש אחד הסטודנטים והביא לנ. את המסייכת. אתה בטח מגבעת ברנר אמר נ. לסטודנט החביב. לא, ענה לו האיש, אבל אבא שלי משם, וכל פעם שהוא אומר בבית 'מסייכת', כולם מנידים את הראש. ואכן, המסייכת המשדכת דפים היא מושג 'ברנרי' אנדמי, למרות שיש לא מעטים שכבר התוודעו למושג הזה. חוץ מזה, שדכן זה גלותי משהו, לא?",לא ידוע,-1,4,2,2151,"""מישהו יכול להעביר אלי את המסייכת"" נשמעה הקריאה באחת הספריות של אוניבסיטת תל אביב. עשרות הנוכחים הרימו ראשיהם בתמיהה אל האיש המוזר וחזרו לעלעל בספרים. פתאום ניגש אחד הסטודנטים והביא לנ. את המסייכת. אתה בטח מגבעת ברנר אמר נ. לסטודנט החביב. לא, ענה לו האיש, אבל אבא שלי משם, וכל פעם שהוא אומר בבית 'מסייכת', כולם מנידים את הראש. ואכן, המסייכת המשדכת דפים היא מושג 'ברנרי' אנדמי, למרות שיש לא מעטים שכבר התוודעו למושג הזה. חוץ מזה, שדכן זה גלותי משהו, לא?"
95,כתם בלהה,כתם צהוב בתחתונים,"בני הגבעה, גילו את בנות המין השני ואת נפלאותיהן, בעיקר בתקופת 'השורות'. פתחים מקריים בחולצה, גופיה רטובה והצצה אל המקלחת, יחד עם קריאה בלתי נלאית בחוברות וספרי הכנה לחיים (פאני היל, סטלג 13 ועוד) מלאו את עולמם ואת לילותיהם. המימוש העיקרי של התגלית היה בחלומות רטובים שאת תוצאותיהם גילו עובדות המחסן ה'דיסקרטיות'. אחת מהן כנראה שלא באשמתה, היתה בלהה דרוזין (ישראל) והיא כך אומרים ביקשה להפסיק את התופעה...
הציניקנים גורסים שארבעת בניה היו ממעצבי התופעה לדורותיהם, וזה לא מדוייק, כנראה.  ",מונח עממי מ'השורות',-1,4,2,2169,"בני הגבעה, גילו את בנות המין השני ואת נפלאותיהן, בעיקר בתקופת 'השורות'. פתחים מקריים בחולצה, גופיה רטובה והצצה אל המקלחת, יחד עם קריאה בלתי נלאית בחוברות וספרי הכנה לחיים (פאני היל, סטלג 13 ועוד) מלאו את עולמם ואת לילותיהם. המימוש העיקרי של התגלית היה בחלומות רטובים שאת תוצאותיהם גילו עובדות המחסן ה'דיסקרטיות'. אחת מהן כנראה שלא באשמתה, היתה בלהה דרוזין (ישראל) והיא כך אומרים ביקשה להפסיק את התופעה...
הציניקנים גורסים שארבעת בניה היו ממעצבי התופעה לדורותיהם, וזה לא מדוייק, כנראה.  "
96,רחבה,המשטח המרוצף בין שני אגפי חדר האוכל,"בשנת 1960 נחנך חדר האוכל החדש ומרכז הפעילות התרבותית הועתק מהדשא שלפני הצריף הישן אל הרחבה המרוצפת בין 2 אגפי ח""א החדש. שם היו משחקים הילדים שהוריהם עלו לאכול בתופסת והתפרצות לחולצה. על הרצפות החלקות עשו 'חארקות' באופניים וליד דלת הזכוכית ישבו ההורים וריכלו על כל העולם. בימי שישי בקיץ היו נערכים ברחבה ערבי ריקודים סוערים וחתונות בני המשק הועברו לכאן מה'מרתף' של בית סרני. ה'מתנדבות/ים' שהיו מגיעים משדה התעופה היו ממתינים ברחבה לאחראי עליהם ושם נערכו 'מבחני הקבלה' הראשונים.",שם גנרי מתבקש,-1,4,2,1958,"בשנת 1960 נחנך חדר האוכל החדש ומרכז הפעילות התרבותית הועתק מהדשא שלפני הצריף הישן אל הרחבה המרוצפת בין 2 אגפי ח""א החדש. שם היו משחקים הילדים שהוריהם עלו לאכול בתופסת והתפרצות לחולצה. על הרצפות החלקות עשו 'חארקות' באופניים וליד דלת הזכוכית ישבו ההורים וריכלו על כל העולם. בימי שישי בקיץ היו נערכים ברחבה ערבי ריקודים סוערים וחתונות בני המשק הועברו לכאן מה'מרתף' של בית סרני. ה'מתנדבות/ים' שהיו מגיעים משדה התעופה היו ממתינים ברחבה לאחראי עליהם ושם נערכו 'מבחני הקבלה' הראשונים."
97,למפיון,עששית מאולתרת לחנוכה,אחד החגים הציוריים ביותר בגבעה היה חנוכה. החורף והחושך הוסיפו נופך מיוחד לחג האורים. בערב שלפני החג נאספו ילדי הקיבוץ והוריהם להכין למפיון - עששיות נייר או חצי אשכולית שקושטו בפנים מחייכות/כועסות. בלמפיון הודבק נר ובערב החג יצאו תהלוכות למפיונים מכל שכונות הקיבוץ לכיוון בית סרני. עם כיבוי הנרות החל החג והמסכת של מתיתיהו ובניו המכבים ומלחמתם ביוונים. לאחר הנצחון והסופגניות חזרו הילדים לבית הילדים לאור הלמפיון ששרד לעיתים כמו מנורת השמן...7 ימים ולילות!,מונח שאול מגרמנית,-1,4,2,2895,אחד החגים הציוריים ביותר בגבעה היה חנוכה. החורף והחושך הוסיפו נופך מיוחד לחג האורים. בערב שלפני החג נאספו ילדי הקיבוץ והוריהם להכין למפיון - עששיות נייר או חצי אשכולית שקושטו בפנים מחייכות/כועסות. בלמפיון הודבק נר ובערב החג יצאו תהלוכות למפיונים מכל שכונות הקיבוץ לכיוון בית סרני. עם כיבוי הנרות החל החג והמסכת של מתיתיהו ובניו המכבים ומלחמתם ביוונים. לאחר הנצחון והסופגניות חזרו הילדים לבית הילדים לאור הלמפיון ששרד לעיתים כמו מנורת השמן...7 ימים ולילות!
98,היד השחורה,ארגון מחתרתי לחיזוק ערכי השוויון,"בשנות ה- 30 כשגלי העליה החלו להגיע לגבעה נתבקשו כל העולים להפקיד את רכושם האישי במחסן א'. חלקם הצליח ל'הציל' חולצה או מעיל ושאר מיני רכוש פרטי. מעטים שמרו בצד דברי ערך וכך התערער השוויון. לעזרת הממסד קמה 'היד השחורה' בפיקוד אריה חצור ועוד כמה פרחחים (קורט מ, הנס ל. ואחרים) שהיו פושטים על אוהלי וחדרי ה'עבריינים' ומחרימים את רכושם. עם השנים דאגו להלאים גם עוגות ושאר מותרות שחברים לקחו לעצמם עד שהעניינים התחממו והארגון פורק. על חלק מפעולותיהם יש עדיין חסיון ועד היום לא ברור כמה חברים היו ב'יד השחורה'.",שם עממי,-1,4,2,1775,"בשנות ה- 30 כשגלי העליה החלו להגיע לגבעה נתבקשו כל העולים להפקיד את רכושם האישי במחסן א'. חלקם הצליח ל'הציל' חולצה או מעיל ושאר מיני רכוש פרטי. מעטים שמרו בצד דברי ערך וכך התערער השוויון. לעזרת הממסד קמה 'היד השחורה' בפיקוד אריה חצור ועוד כמה פרחחים (קורט מ, הנס ל. ואחרים) שהיו פושטים על אוהלי וחדרי ה'עבריינים' ומחרימים את רכושם. עם השנים דאגו להלאים גם עוגות ושאר מותרות שחברים לקחו לעצמם עד שהעניינים התחממו והארגון פורק. על חלק מפעולותיהם יש עדיין חסיון ועד היום לא ברור כמה חברים היו ב'יד השחורה'."
99,חוג הנוער,ארגון פמיניסטי ישן נושן,"סלט אנושי רב ומגוון עבר בגבעה במהלך השנים. מהמפגש המסעיר בין החלוצים והחלוצות  בלילות הירח בגורן ובשדה נולדו משפחות. רובן שרדו וחלקם התפרקו והוקמו מסגרות חדשות. בין המייסדים היו לא מעט חלוצות נחושות ועיקשות שמרו על רווקותן (אך לא תמיד על תומתן) לאורך כל הדרך. השנים חלפו, ילדים נכדים ונינים הופיעו ואותן צעירות היו לקשישות וזקנות אך עדיין שמרו על ערכיהם הישנים. בחוג הנוער היו אסתר בורושק, איילה ארליך, טובה בוסתנאי ואחרות שאף האריכו ימים והוכיחו אולי את הקשר בין מוסד הנישואין והשפעתו על תוחלת החיים",שם עממי,-1,4,2,1674,"סלט אנושי רב ומגוון עבר בגבעה במהלך השנים. מהמפגש המסעיר בין החלוצים והחלוצות  בלילות הירח בגורן ובשדה נולדו משפחות. רובן שרדו וחלקם התפרקו והוקמו מסגרות חדשות. בין המייסדים היו לא מעט חלוצות נחושות ועיקשות שמרו על רווקותן (אך לא תמיד על תומתן) לאורך כל הדרך. השנים חלפו, ילדים נכדים ונינים הופיעו ואותן צעירות היו לקשישות וזקנות אך עדיין שמרו על ערכיהם הישנים. בחוג הנוער היו אסתר בורושק, איילה ארליך, טובה בוסתנאי ואחרות שאף האריכו ימים והוכיחו אולי את הקשר בין מוסד הנישואין והשפעתו על תוחלת החיים"
100,השער האדום,"הגבול המערבי של ג""ב, מערבית לשטח 44, ליד החוחובה",עד סיום מלחמת העצמאות היתה גבעת ברנר מוקפת גדר הגנה מפני פורעים וגנבים. במערב עמד שער צבוע אדום שמעברו קרו כל העת דברים רבים ונוראים. כך לפחות האמינו ילדי הקיבוץ שבאו להציץ ולראות. בחרדה ויראה היו נתלים על השער וצופים אל העולם הגדול. החברים שיצאו לעבוד 'מחוץ חגדר' היו גיבורי הילדים שליוו אותם בהערצה. המראות הזכורים לאותם הילדים (היום סבים/ות בני 70 - 60) היו אורחות הגמלים של הערבים בדרכם מיפו לעזה ושיירות הצבא הבריטי בימי מלחמת העולם. אל השער האדום היו רצים הילדים במבחני הכושר והאומץ של אלפרד.,לא ידוע,-1,4,2,1873,עד סיום מלחמת העצמאות היתה גבעת ברנר מוקפת גדר הגנה מפני פורעים וגנבים. במערב עמד שער צבוע אדום שמעברו קרו כל העת דברים רבים ונוראים. כך לפחות האמינו ילדי הקיבוץ שבאו להציץ ולראות. בחרדה ויראה היו נתלים על השער וצופים אל העולם הגדול. החברים שיצאו לעבוד 'מחוץ חגדר' היו גיבורי הילדים שליוו אותם בהערצה. המראות הזכורים לאותם הילדים (היום סבים/ות בני 70 - 60) היו אורחות הגמלים של הערבים בדרכם מיפו לעזה ושיירות הצבא הבריטי בימי מלחמת העולם. אל השער האדום היו רצים הילדים במבחני הכושר והאומץ של אלפרד.
101,השבעה,טקס קבלת כיתה ז' לחטיבת בני הקיבוץ,"כשילד יהודי מגיע לגיל 13 הוא נרגש מבר המצוה המתקרב. בגבעה נוסף לריגוש המסורתי חשש קל ששמו 'השבעה' - טקס חניכה שהיה נהוג בשנות ה- 60 עד תחילת ה- 80 בו נלקחו ילדי כתה ז' בליל חנוכה קר אל פרדסי הסביבה ולאחר א&quot;ש לילה מפחיד הוכנסו אחד אחד למקום חשוך ובו נשבעו אמונים לחטיבה. אחד מ&quot;שיאי הטקס&quot; היה בלילה (1968) בו הסביר אורי א. לאיריס י. את ה&quot;קשר הבל ינתק&quot; בין קרון הרכבת בתחנה ביבנה לשואת יהודי אירופה... מאז הפכה ה'השבעה' לטקס מחתרתי שהוקע ע&quot;י הממסד החינוכי המקומי, עד שנעלמה...",עממי,-1,4,4,1930,"כשילד יהודי מגיע לגיל 13 הוא נרגש מבר המצוה המתקרב. בגבעה נוסף לריגוש המסורתי חשש קל ששמו 'השבעה' - טקס חניכה שהיה נהוג בשנות ה- 60 עד תחילת ה- 80 בו נלקחו ילדי כתה ז' בליל חנוכה קר אל פרדסי הסביבה ולאחר א""ש לילה מפחיד הוכנסו אחד אחד למקום חשוך ובו נשבעו אמונים לחטיבה. אחד מ""שיאי הטקס"" היה בלילה (1968) בו הסביר אורי א. לאיריס י. את ה""קשר הבל ינתק"" בין קרון הרכבת בתחנה ביבנה לשואת יהודי אירופה... מאז הפכה ה'השבעה' לטקס מחתרתי שהוקע ע""י הממסד החינוכי המקומי, עד שנעלמה..."
102,אומגה,מבחן האומץ הראשון של בני הקיבוץ,"אחת המטרות החשובות של חטיבת בני הקיבוץ היה להכין את הנער/ה המתבגר/ת לחיים. בחיים בכלל ובצבא בפרט צריך אומץ - ולכך הומצאה ה'אומגה'. בגבעה אדומה (או במגרש הספורט) נמתח כבל פלדה ארוך שהוחזק בצדו האחד ע""י טרקטור ובצדו השני קובע לקרקע. על מגדל גבוה נעמדו נערי החטיבה וכל אחד בתורו אחז במוט ברזל מעוקל דמוי האות 'אומגה' עם גלגלת ברזל ובהנתן האות גלש במהירות במורד הכבל. ה'גיבורים' היו עושים תרגילי ראווה בדרך... על המגדל למד כל נער את השיעור החשוב - שהבושה (ממה שיגידו עליך) חזקה מהפחד (ליפול מהאומגה)!",חכם יווני,-1,4,2,1999,"אחת המטרות החשובות של חטיבת בני הקיבוץ היה להכין את הנער/ה המתבגר/ת לחיים. בחיים בכלל ובצבא בפרט צריך אומץ - ולכך הומצאה ה'אומגה'. בגבעה אדומה (או במגרש הספורט) נמתח כבל פלדה ארוך שהוחזק בצדו האחד ע""י טרקטור ובצדו השני קובע לקרקע. על מגדל גבוה נעמדו נערי החטיבה וכל אחד בתורו אחז במוט ברזל מעוקל דמוי האות 'אומגה' עם גלגלת ברזל ובהנתן האות גלש במהירות במורד הכבל. ה'גיבורים' היו עושים תרגילי ראווה בדרך... על המגדל למד כל נער את השיעור החשוב - שהבושה (ממה שיגידו עליך) חזקה מהפחד (ליפול מהאומגה)!"
